Summary
Project;EPS - Home team (0-0)  
Date;23-05-2026
Competition;
Season;
Local Team;EPS
Visitor Team;Home team
Result;0 - 0

CATEGORY: Pass
Name;Time;Start;Stop;Team;Player;Pass;Through pass;Cross;Throw-in;Corner;Free kick;assist;progressive ;goal kick;success;failed
Ground 016;41:29,359;41:23,359;41:33,359;;6-Marshall P. ;1;0;0;1
Ground 017;41:46,299;41:40,299;41:50,299;;28-Rönni T. ;0;1;0;1
Ground 018;41:56,239;41:50,239;42:00,239;;4-Paappanen E. ;0;1;1;0
Ground 019;1:02:17,339;1:02:11,339;1:02:21,339;;4-Paappanen E. ;0;1;1;0
Ground 020;1:06:49,519;1:06:43,519;1:06:53,519;;10-Talvitie E. ;1;0;1;0
Ground 021;1:07:32,239;1:07:26,239;1:07:36,239;;6-Marshall P. ;0;1;1;0
Ground 022;1:08:58,439;1:08:52,439;1:09:02,439;;15-laine S. ;1;0;0;1
Ground 023;1:09:04,339;1:08:58,339;1:09:08,339;;4-Paappanen E. ;0;1;1;0
Ground 024;1:09:13,479;1:09:07,479;1:09:17,479;;29-Haapalainen R. ;0;1;0;1
Ground 025;1:09:30,799;1:09:24,799;1:09:34,799;;28-Rönni T. ;1;0;0;1
Ground 026;1:13:33,599;1:13:27,599;1:13:37,599;;4-Paappanen E. ;0;1;1;0
Ground 027;1:14:35,159;1:14:29,159;1:14:39,159;;9-Pinomaa A. ;0;1;0;1
Ground 028;1:15:17,879;1:15:11,879;1:15:21,879;;29-Haapalainen R. ;1;0;0;1
Ground 029;1:17:53,079;1:17:47,079;1:17:57,079;;15-laine S. ;0;1;1;0
Ground 030;1:19:38,959;1:19:32,959;1:19:42,959;;29-Haapalainen R. ;1;0;1;0
Ground 031;1:23:52,449;1:23:46,449;1:23:56,449;;29-Haapalainen R. ;0;1;0;1
Ground 032;1:25:54,929;1:25:48,929;1:25:58,929;;5-Margaritidis Angelos Nikolaos ;0;1;0;1
Ground 033;1:25:57,849;1:25:51,849;1:26:01,849;;6-Marshall P. ;0;1;1;0
Ground 034;1:27:24,809;1:27:18,809;1:27:28,809;;9-Pinomaa A. ;1;0;0;1
Ground 035;1:31:26,349;1:31:20,349;1:31:30,349;;9-Pinomaa A. ;1;0;0;1
Ground 036;1:33:08,589;1:33:02,589;1:33:12,589;;5-Margaritidis Angelos Nikolaos ;0;1;1;0
Ground 037;1:36:29,189;1:36:23,189;1:36:33,189;;9-Pinomaa A. ;1;0;0;1
Ground 038;1:38:02,149;1:37:56,149;1:38:06,149;;24-Asikainen E. ;1;0;0;1
Ground 039;1:38:30,169;1:38:24,169;1:38:34,169;;4-Paappanen E. ;0;1;1;0
Ground 040;1:43:05,089;1:42:59,089;1:43:09,089;;19-Gebala M. ;0;1;1;0
Ground 041;1:49:36,604;1:49:30,604;1:49:40,604;;19-Gebala M. ;1;0;0;1

CATEGORY: Shot
Name;Time;Start;Stop;Team;Player;on target ;Off target;goal;open ;free kick;header
Shot 001;11:30,387;11:23,387;11:35,387;;24-Asikainen E. ;1;0;0;1;0;0
Shot 002;13:29,607;13:22,607;13:34,607;;28-Rönni T. ;1;0;0;0;0;1
Shot 003;19:50,267;19:43,267;19:55,267;;6-Marshall P. ;0;1;0;1;0;0
Shot 004;19:52,827;19:45,827;19:57,827;;24-Asikainen E. ;0;1;0;1;0;0
Shot 005;20:38,547;20:31,547;20:43,547;;15-laine S. ;1;0;0;1;0;0
Shot 006;28:09,077;28:02,077;28:14,077;;5-Margaritidis Angelos Nikolaos ;0;1;0;1;0;0
Shot 007;43:06,159;42:59,159;43:11,159;;29-Haapalainen R. ;1;0;0;1;0;0
Shot 008;1:40:31,909;1:40:24,909;1:40:36,909;;24-Asikainen E. ;0;0;1;1;0;0

CATEGORY: fouls
Name;Time;Start;Stop;Team;Player;Free kick;Penalty;offside;yallow ;red ;no card
fouls 001;7:07,487;6:59,487;7:13,487;;4-Paappanen E. ;1;0;0;0;0;1
fouls 002;8:27,827;8:19,827;8:33,827;;29-Haapalainen R. ;1;0;0;0;0;1
fouls 003;15:06,227;14:58,227;15:12,227;;8-O. Adawi ;1;0;0;0;0;1
fouls 004;21:06,167;20:58,167;21:12,167;;6-Marshall P. ;1;0;0;0;0;1
fouls 005;34:47,039;34:39,039;34:53,039;;28-Rönni T. ;1;0;0;0;0;1
fouls 006;34:57,999;34:49,999;35:03,999;;9-Pinomaa A. ;1;0;0;0;0;1
fouls 007;37:32,659;37:24,659;37:38,659;;;0;0;1;0;0;1
fouls 008;40:31,599;40:23,599;40:37,599;;;0;0;1;0;0;1
fouls 009;44:22,039;44:14,039;44:28,039;;28-Rönni T. ;1;0;0;0;0;1
fouls 010;45:31,659;45:23,659;45:37,659;;9-Pinomaa A. ;0;0;1;0;0;1
fouls 011;1:04:33,599;1:04:25,599;1:04:39,599;;6-Marshall P. ;1;0;0;1;0;0
fouls 012;1:05:21,339;1:05:13,339;1:05:27,339;;;0;0;1;0;0;1
fouls 013;1:08:24,619;1:08:16,619;1:08:30,619;;;0;0;1;0;0;1
fouls 014;1:22:15,529;1:22:07,529;1:22:21,529;;;0;0;1;0;0;1
fouls 015;1:31:24,249;1:31:16,249;1:31:30,249;;;0;0;1;0;0;1
fouls 016;1:42:27,689;1:42:19,689;1:42:33,689;;9-Pinomaa A. ;1;0;0;0;0;1

CATEGORY: Kick-off
Name;Time;Start;Stop;Team;Player;1st half;2nd half;After goal;Right;Left
Kick-off 001;0:31,620;0:21,620;0:41,620;;;1;0;0;0;1
Kick-off 002;1:01:44,699;1:01:34,699;1:01:54,699;;8-O. Adawi ;0;1;0;1;0
Kick-off 003;1:11:09,699;1:10:59,699;1:11:19,699;;9-Pinomaa A. ;0;0;1;1;0

CATEGORY: Dribble
Name;Time;Start;Stop;Team;Player;Offensive;Defensive;Success;Failure
Dribble 001;1:31,440;1:25,440;1:35,440;;15-laine S. ;1;0;0;1
Dribble 002;2:44,020;2:38,020;2:48,020;;4-Paappanen E. ;0;1;1;0
Dribble 003;5:43,120;5:37,120;5:47,120;;6-Marshall P. ;0;1;1;0
Dribble 004;7:03,367;6:57,367;7:07,367;;6-Marshall P. ;0;1;0;1
Dribble 005;7:43,387;7:37,387;7:47,387;;6-Marshall P. ;0;1;0;1
Dribble 006;8:49,067;8:43,067;8:53,067;;8-O. Adawi ;0;1;1;0
Dribble 007;11:24,487;11:18,487;11:28,487;;10-Talvitie E. ;0;1;0;1
Dribble 008;19:16,747;19:10,747;19:20,747;;29-Haapalainen R. ;1;0;1;0
Dribble 009;20:34,327;20:28,327;20:38,327;;;1;0;1;0
Dribble 010;21:41,347;21:35,347;21:45,347;;28-Rönni T. ;0;1;0;1
Dribble 011;22:03,807;21:57,807;22:07,807;;6-Marshall P. ;1;0;1;0
Dribble 012;22:39,047;22:33,047;22:43,047;;29-Haapalainen R. ;1;0;0;1
Dribble 013;24:39,697;24:33,697;24:43,697;;6-Marshall P. ;0;1;0;1
Dribble 014;28:40,697;28:34,697;28:44,697;;15-laine S. ;0;1;1;0
Dribble 015;30:15,317;30:09,317;30:19,317;;5-Margaritidis Angelos Nikolaos ;0;1;1;0
Dribble 016;31:58,357;31:52,357;32:02,357;;6-Marshall P. ;0;1;0;1
Dribble 017;39:17,879;39:11,879;39:21,879;;29-Haapalainen R. ;1;0;0;1
Dribble 018;39:34,919;39:28,919;39:38,919;;6-Marshall P. ;0;1;0;1
Dribble 019;43:00,799;42:54,799;43:04,799;;9-Pinomaa A. ;1;0;1;0
Dribble 020;43:44,199;43:38,199;43:48,199;;28-Rönni T. ;0;1;0;1
Dribble 021;43:57,359;43:51,359;44:01,359;;6-Marshall P. ;0;1;0;1
Dribble 022;44:50,559;44:44,559;44:54,559;;8-O. Adawi ;0;1;0;1
Dribble 023;1:06:28,499;1:06:22,499;1:06:32,499;;6-Marshall P. ;1;0;1;0
Dribble 024;1:06:52,939;1:06:46,939;1:06:56,939;;29-Haapalainen R. ;1;0;1;0
Dribble 025;1:09:10,839;1:09:04,839;1:09:14,839;;15-laine S. ;0;1;0;1
Dribble 026;1:11:44,919;1:11:38,919;1:11:48,919;;6-Marshall P. ;0;1;1;0
Dribble 027;1:19:38,719;1:19:32,719;1:19:42,719;;29-Haapalainen R. ;1;0;1;0
Dribble 028;1:21:05,079;1:20:59,079;1:21:09,079;;6-Marshall P. ;0;1;0;1
Dribble 029;1:29:31,269;1:29:25,269;1:29:35,269;;24-Asikainen E. ;1;0;0;1

CATEGORY: counter pressing
Name;Time;Start;Stop;Team;Player;success;failure
counter pressing 001;0:54,360;0:44,360;1:04,360;;24-Asikainen E. ;1;0
counter pressing 002;8:26,607;8:16,607;8:36,607;;10-Talvitie E. ;1;0
counter pressing 003;9:53,007;9:43,007;10:03,007;;24-Asikainen E. ;1;0
counter pressing 004;15:03,147;14:53,147;15:13,147;;8-O. Adawi ;1;0
counter pressing 005;18:28,927;18:18,927;18:38,927;;8-O. Adawi ;1;0
counter pressing 006;24:30,957;24:20,957;24:40,957;;8-O. Adawi ;0;1
counter pressing 007;28:58,457;28:48,457;29:08,457;;10-Talvitie E. ;1;0
counter pressing 008;30:07,657;29:57,657;30:17,657;;8-O. Adawi ;0;1
counter pressing 009;1:03:35,519;1:03:25,519;1:03:45,519;;8-O. Adawi ;1;0
counter pressing 010;1:03:38,639;1:03:28,639;1:03:48,639;;24-Asikainen E. ;1;0
counter pressing 011;1:11:33,639;1:11:23,639;1:11:43,639;;24-Asikainen E. ;1;0
counter pressing 012;1:13:12,479;1:13:02,479;1:13:22,479;;4-Paappanen E. ;1;0
counter pressing 013;1:14:20,639;1:14:10,639;1:14:30,639;;8-O. Adawi ;1;0
counter pressing 014;1:23:14,709;1:23:04,709;1:23:24,709;;6-Marshall P. ;1;0
counter pressing 015;1:24:09,109;1:23:59,109;1:24:19,109;;29-Haapalainen R. ;1;0
counter pressing 016;1:27:49,669;1:27:39,669;1:27:59,669;;24-Asikainen E. ;0;1
counter pressing 017;1:29:35,169;1:29:25,169;1:29:45,169;;37-Rajamäki N. ;1;0
counter pressing 018;1:32:09,689;1:31:59,689;1:32:19,689;;29-Haapalainen R. ;1;0
counter pressing 019;1:43:33,489;1:43:23,489;1:43:43,489;;15-laine S. ;1;0

CATEGORY: Progressive run
Name;Time;Start;Stop;Team;Player
Progressive run 001;8:12,407;8:02,407;8:22,407;;5-Margaritidis Angelos Nikolaos 
Progressive run 002;11:29,167;11:19,167;11:39,167;;24-Asikainen E. 
Progressive run 003;18:22,007;18:12,007;18:32,007;;24-Asikainen E. 
Progressive run 004;19:15,947;19:05,947;19:25,947;;29-Haapalainen R. 
Progressive run 005;20:35,927;20:25,927;20:45,927;;
Progressive run 006;23:17,837;23:07,837;23:27,837;;29-Haapalainen R. 
Progressive run 007;39:20,459;39:10,459;39:30,459;;29-Haapalainen R. 
Progressive run 008;41:04,479;40:54,479;41:14,479;;6-Marshall P. 
Progressive run 009;43:04,459;42:54,459;43:14,459;;29-Haapalainen R. 
Progressive run 010;1:02:05,219;1:01:55,219;1:02:15,219;;24-Asikainen E. 
Progressive run 011;1:11:59,879;1:11:49,879;1:12:09,879;;9-Pinomaa A. 
Progressive run 012;1:15:16,619;1:15:06,619;1:15:26,619;;29-Haapalainen R. 
Progressive run 013;1:19:42,579;1:19:32,579;1:19:52,579;;29-Haapalainen R. 
Progressive run 014;1:23:00,909;1:22:50,909;1:23:10,909;;15-laine S. 
Progressive run 015;1:24:50,549;1:24:40,549;1:25:00,549;;28-Rönni T. 
Progressive run 016;1:32:03,829;1:31:53,829;1:32:13,829;;4-Paappanen E. 
Progressive run 017;1:34:27,689;1:34:17,689;1:34:37,689;;15-laine S. 
Progressive run 018;1:34:36,949;1:34:26,949;1:34:46,949;;9-Pinomaa A. 
Progressive run 019;1:39:07,069;1:38:57,069;1:39:17,069;;15-laine S. 
Progressive run 020;1:39:47,629;1:39:37,629;1:39:57,629;;10-Talvitie E. 

CATEGORY: pressing
Name;Time;Start;Stop;Team;Player
pressing 001;0:31,980;0:21,980;0:41,980;;9-Pinomaa A. 
pressing 002;2:09,820;1:59,820;2:19,820;;5-Margaritidis Angelos Nikolaos 
pressing 003;2:14,220;2:04,220;2:24,220;;9-Pinomaa A. 
pressing 004;2:17,980;2:07,980;2:27,980;;29-Haapalainen R. 
pressing 005;2:42,600;2:32,600;2:52,600;;4-Paappanen E. 
pressing 006;2:52,740;2:42,740;3:02,740;;15-laine S. 
pressing 007;3:00,880;2:50,880;3:10,880;;9-Pinomaa A. 
pressing 008;3:06,380;2:56,380;3:16,380;;9-Pinomaa A. 
pressing 009;3:10,540;3:00,540;3:20,540;;5-Margaritidis Angelos Nikolaos 
pressing 011;3:42,000;3:32,000;3:52,000;;28-Rönni T. 
pressing 010;3:52,020;3:42,020;4:02,020;;29-Haapalainen R. 
pressing 012;3:52,820;3:42,820;4:02,820;;15-laine S. 
pressing 013;5:19,240;5:09,240;5:29,240;;9-Pinomaa A. 
pressing 014;6:48,767;6:38,767;6:58,767;;6-Marshall P. 
pressing 015;6:50,187;6:40,187;7:00,187;;10-Talvitie E. 
pressing 016;6:51,267;6:41,267;7:01,267;;24-Asikainen E. 
pressing 017;7:00,527;6:50,527;7:10,527;;10-Talvitie E. 
pressing 018;7:02,507;6:52,507;7:12,507;;6-Marshall P. 
pressing 019;9:03,767;8:53,767;9:13,767;;28-Rönni T. 
pressing 020;9:28,047;9:18,047;9:38,047;;29-Haapalainen R. 
pressing 021;10:15,047;10:05,047;10:25,047;;9-Pinomaa A. 
pressing 022;10:19,107;10:09,107;10:29,107;;29-Haapalainen R. 
pressing 023;11:02,547;10:52,547;11:12,547;;28-Rönni T. 
pressing 024;11:23,487;11:13,487;11:33,487;;10-Talvitie E. 
pressing 025;11:25,967;11:15,967;11:35,967;;28-Rönni T. 
pressing 026;11:27,447;11:17,447;11:37,447;;24-Asikainen E. 
pressing 027;14:20,147;14:10,147;14:30,147;;9-Pinomaa A. 
pressing 028;14:23,507;14:13,507;14:33,507;;29-Haapalainen R. 
pressing 029;15:37,567;15:27,567;15:47,567;;9-Pinomaa A. 
pressing 030;15:38,947;15:28,947;15:48,947;;29-Haapalainen R. 
pressing 031;15:44,427;15:34,427;15:54,427;;28-Rönni T. 
pressing 032;16:18,227;16:08,227;16:28,227;;28-Rönni T. 
pressing 033;16:18,847;16:08,847;16:28,847;;9-Pinomaa A. 
pressing 034;16:27,327;16:17,327;16:37,327;;28-Rönni T. 
pressing 035;16:31,627;16:21,627;16:41,627;;8-O. Adawi 
pressing 036;16:59,627;16:49,627;17:09,627;;28-Rönni T. 
pressing 037;17:01,847;16:51,847;17:11,847;;6-Marshall P. 
pressing 038;20:50,567;20:40,567;21:00,567;;15-laine S. 
pressing 039;21:02,607;20:52,607;21:12,607;;6-Marshall P. 
pressing 040;21:05,047;20:55,047;21:15,047;;28-Rönni T. 
pressing 041;21:30,647;21:20,647;21:40,647;;24-Asikainen E. 
pressing 042;21:42,167;21:32,167;21:52,167;;28-Rönni T. 
pressing 043;21:42,947;21:32,947;21:52,947;;6-Marshall P. 
pressing 044;22:41,747;22:31,747;22:51,747;;28-Rönni T. 
pressing 045;23:02,847;22:52,847;23:12,847;;15-laine S. 
pressing 046;23:58,357;23:48,357;24:08,357;;15-laine S. 
pressing 047;24:14,037;24:04,037;24:24,037;;24-Asikainen E. 
pressing 048;26:31,557;26:21,557;26:41,557;;15-laine S. 
pressing 049;26:46,117;26:36,117;26:56,117;;10-Talvitie E. 
pressing 050;28:37,297;28:27,297;28:47,297;;15-laine S. 
pressing 051;29:50,077;29:40,077;30:00,077;;29-Haapalainen R. 
pressing 052;29:52,557;29:42,557;30:02,557;;15-laine S. 
pressing 053;34:50,899;34:40,899;35:00,899;;9-Pinomaa A. 
pressing 054;36:53,239;36:43,239;37:03,239;;9-Pinomaa A. 
pressing 055;37:01,779;36:51,779;37:11,779;;28-Rönni T. 
pressing 056;39:00,659;38:50,659;39:10,659;;9-Pinomaa A. 
pressing 057;40:08,499;39:58,499;40:18,499;;10-Talvitie E. 
pressing 058;41:23,139;41:13,139;41:33,139;;28-Rönni T. 
pressing 059;41:41,979;41:31,979;41:51,979;;24-Asikainen E. 
pressing 060;41:42,479;41:32,479;41:52,479;;10-Talvitie E. 
pressing 061;41:44,199;41:34,199;41:54,199;;28-Rönni T. 
pressing 062;43:36,299;43:26,299;43:46,299;;15-laine S. 
pressing 063;1:02:39,679;1:02:29,679;1:02:49,679;;29-Haapalainen R. 
pressing 064;1:02:41,399;1:02:31,399;1:02:51,399;;9-Pinomaa A. 
pressing 065;1:04:27,319;1:04:17,319;1:04:37,319;;
pressing 066;1:13:49,059;1:13:39,059;1:13:59,059;;9-Pinomaa A. 
pressing 067;1:13:53,419;1:13:43,419;1:14:03,419;;28-Rönni T. 
pressing 068;1:13:56,819;1:13:46,819;1:14:06,819;;28-Rönni T. 
pressing 069;1:14:31,459;1:14:21,459;1:14:41,459;;29-Haapalainen R. 
pressing 070;1:16:57,139;1:16:47,139;1:17:07,139;;24-Asikainen E. 
pressing 071;1:27:54,509;1:27:44,509;1:28:04,509;;29-Haapalainen R. 
pressing 072;1:28:02,249;1:27:52,249;1:28:12,249;;29-Haapalainen R. 
pressing 073;1:28:06,829;1:27:56,829;1:28:16,829;;29-Haapalainen R. 
pressing 074;1:28:51,549;1:28:41,549;1:29:01,549;;19-Gebala M. 
pressing 075;1:28:54,309;1:28:44,309;1:29:04,309;;29-Haapalainen R. 
pressing 076;1:35:37,509;1:35:27,509;1:35:47,509;;10-Talvitie E. 
pressing 077;1:37:50,909;1:37:40,909;1:38:00,909;;9-Pinomaa A. 
pressing 078;1:37:56,729;1:37:46,729;1:38:06,729;;29-Haapalainen R. 
pressing 079;1:37:58,589;1:37:48,589;1:38:08,589;;24-Asikainen E. 
pressing 080;1:39:25,309;1:39:15,309;1:39:35,309;;10-Talvitie E. 

CATEGORY: extraction 
Name;Time;Start;Stop;Team;Player;interception;clearance;recovery;aerial
extraction  001;0:41,260;0:31,260;0:51,260;;4-Paappanen E. ;0;1;0;0
extraction  002;1:21,520;1:11,520;1:31,520;;28-Rönni T. ;1;0;0;0
extraction  003;2:01,780;1:51,780;2:11,780;;15-laine S. ;1;0;0;0
extraction  004;2:21,840;2:11,840;2:31,840;;15-laine S. ;1;0;0;0
extraction  005;2:43,380;2:33,380;2:53,380;;4-Paappanen E. ;1;0;0;0
extraction  006;2:53,140;2:43,140;3:03,140;;15-laine S. ;1;0;0;0
extraction  007;3:17,880;3:07,880;3:27,880;;30-Lehtinen Lassi ;0;0;1;0
extraction  008;3:55,900;3:45,900;4:05,900;;15-laine S. ;1;0;0;0
extraction  009;9:10,287;9:00,287;9:20,287;;30-Lehtinen Lassi ;0;0;1;0
extraction  010;10:06,227;9:56,227;10:16,227;;5-Margaritidis Angelos Nikolaos ;1;0;0;0
extraction  011;10:22,027;10:12,027;10:32,027;;15-laine S. ;0;0;1;0
extraction  012;11:10,547;11:00,547;11:20,547;;4-Paappanen E. ;1;0;0;0
extraction  013;11:15,667;11:05,667;11:25,667;;8-O. Adawi ;0;1;0;0
extraction  014;11:26,507;11:16,507;11:36,507;;24-Asikainen E. ;1;0;0;0
extraction  015;14:06,827;13:56,827;14:16,827;;29-Haapalainen R. ;0;1;0;0
extraction  016;15:58,967;15:48,967;16:08,967;;6-Marshall P. ;1;0;0;0
extraction  017;16:38,627;16:28,627;16:48,627;;30-Lehtinen Lassi ;0;0;1;0
extraction  018;17:08,667;16:58,667;17:18,667;;4-Paappanen E. ;0;0;1;0
extraction  019;17:39,067;17:29,067;17:49,067;;6-Marshall P. ;1;0;0;0
extraction  020;18:02,367;17:52,367;18:12,367;;30-Lehtinen Lassi ;0;1;0;0
extraction  021;18:15,827;18:05,827;18:25,827;;8-O. Adawi ;1;0;0;0
extraction  022;18:30,527;18:20,527;18:40,527;;5-Margaritidis Angelos Nikolaos ;0;1;0;0
extraction  023;18:55,847;18:45,847;19:05,847;;8-O. Adawi ;0;1;0;0
extraction  024;19:05,827;18:55,827;19:15,827;;15-laine S. ;0;1;0;0
extraction  025;19:48,287;19:38,287;19:58,287;;6-Marshall P. ;1;0;0;0
extraction  026;19:52,387;19:42,387;20:02,387;;24-Asikainen E. ;0;0;1;0
extraction  027;20:51,087;20:41,087;21:01,087;;15-laine S. ;1;0;0;0
extraction  028;21:44,267;21:34,267;21:54,267;;4-Paappanen E. ;1;0;0;0
extraction  029;22:24,467;22:14,467;22:34,467;;4-Paappanen E. ;1;0;0;0
extraction  030;23:05,577;22:55,577;23:15,577;;24-Asikainen E. ;1;0;0;0
extraction  031;23:19,437;23:09,437;23:29,437;;28-Rönni T. ;1;0;0;0
extraction  032;24:15,417;24:05,417;24:25,417;;24-Asikainen E. ;1;0;0;0
extraction  033;25:26,737;25:16,737;25:36,737;;30-Lehtinen Lassi ;0;0;1;0
extraction  034;26:06,357;25:56,357;26:16,357;;5-Margaritidis Angelos Nikolaos ;1;0;0;0
extraction  035;26:40,177;26:30,177;26:50,177;;28-Rönni T. ;1;0;0;0
extraction  036;27:31,237;27:21,237;27:41,237;;5-Margaritidis Angelos Nikolaos ;0;1;0;0
extraction  037;27:54,397;27:44,397;28:04,397;;8-O. Adawi ;1;0;0;0
extraction  038;28:06,177;27:56,177;28:16,177;;15-laine S. ;0;1;0;0
extraction  039;28:10,037;28:00,037;28:20,037;;5-Margaritidis Angelos Nikolaos ;1;0;0;0
extraction  040;29:38,817;29:28,817;29:48,817;;8-O. Adawi ;0;1;0;0
extraction  041;31:30,377;31:20,377;31:40,377;;6-Marshall P. ;1;0;0;0
extraction  042;32:36,667;32:26,667;32:46,667;;30-Lehtinen Lassi ;0;1;0;0
extraction  043;32:42,754;32:32,754;32:52,754;;24-Asikainen E. ;0;1;0;0
extraction  044;34:27,679;34:17,679;34:37,679;;5-Margaritidis Angelos Nikolaos ;0;1;0;0
extraction  045;36:00,159;35:50,159;36:10,159;;30-Lehtinen Lassi ;1;0;0;0
extraction  046;36:33,759;36:23,759;36:43,759;;24-Asikainen E. ;1;0;0;0
extraction  047;37:25,199;37:15,199;37:35,199;;15-laine S. ;0;1;0;0
extraction  048;38:23,539;38:13,539;38:33,539;;5-Margaritidis Angelos Nikolaos ;0;1;0;0
extraction  049;38:56,699;38:46,699;39:06,699;;5-Margaritidis Angelos Nikolaos ;0;1;0;0
extraction  050;39:10,779;39:00,779;39:20,779;;15-laine S. ;1;0;0;0
extraction  051;39:39,559;39:29,559;39:49,559;;15-laine S. ;0;1;0;0
extraction  052;39:41,199;39:31,199;39:51,199;;24-Asikainen E. ;0;1;0;0
extraction  053;41:00,019;40:50,019;41:10,019;;8-O. Adawi ;1;0;0;0
extraction  054;42:51,459;42:41,459;43:01,459;;30-Lehtinen Lassi ;0;1;0;0
extraction  055;44:55,359;44:45,359;45:05,359;;30-Lehtinen Lassi ;0;0;1;0
extraction  056;45:22,699;45:12,699;45:32,699;;30-Lehtinen Lassi ;0;1;0;0
extraction  057;45:40,199;45:30,199;45:50,199;;8-O. Adawi ;0;1;0;0
extraction  058;46:02,559;45:52,559;46:12,559;;30-Lehtinen Lassi ;0;0;1;0
extraction  059;46:23,479;46:13,479;46:33,479;;4-Paappanen E. ;1;0;0;0
extraction  060;1:01:54,459;1:01:44,459;1:02:04,459;;8-O. Adawi ;0;0;1;0
extraction  061;1:02:11,059;1:02:01,059;1:02:21,059;;24-Asikainen E. ;1;0;0;0
extraction  062;1:02:28,759;1:02:18,759;1:02:38,759;;6-Marshall P. ;0;0;1;0
extraction  063;1:02:47,159;1:02:37,159;1:02:57,159;;5-Margaritidis Angelos Nikolaos ;1;0;0;0
extraction  064;1:02:49,019;1:02:39,019;1:02:59,019;;30-Lehtinen Lassi ;0;0;1;0
extraction  065;1:06:43,759;1:06:33,759;1:06:53,759;;10-Talvitie E. ;1;0;0;0
extraction  066;1:06:56,219;1:06:46,219;1:07:06,219;;6-Marshall P. ;1;0;0;0
extraction  067;1:08:13,739;1:08:03,739;1:08:23,739;;30-Lehtinen Lassi ;1;0;0;0
extraction  068;1:08:14,979;1:08:04,979;1:08:24,979;;5-Margaritidis Angelos Nikolaos ;0;1;0;0
extraction  069;1:08:51,439;1:08:41,439;1:09:01,439;;6-Marshall P. ;1;0;0;0
extraction  070;1:11:17,019;1:11:07,019;1:11:27,019;;29-Haapalainen R. ;0;0;1;0
extraction  071;1:11:56,339;1:11:46,339;1:12:06,339;;28-Rönni T. ;1;0;0;0
extraction  072;1:12:58,879;1:12:48,879;1:13:08,879;;15-laine S. ;0;0;1;0
extraction  073;1:14:08,759;1:13:58,759;1:14:18,759;;8-O. Adawi ;1;0;0;0
extraction  074;1:14:44,939;1:14:34,939;1:14:54,939;;5-Margaritidis Angelos Nikolaos ;0;1;0;0
extraction  075;1:14:55,619;1:14:45,619;1:15:05,619;;10-Talvitie E. ;0;0;1;0
extraction  076;1:15:03,479;1:14:53,479;1:15:13,479;;8-O. Adawi ;0;1;0;0
extraction  077;1:15:09,239;1:14:59,239;1:15:19,239;;15-laine S. ;0;1;0;0
extraction  078;1:15:10,419;1:15:00,419;1:15:20,419;;5-Margaritidis Angelos Nikolaos ;1;0;0;0
extraction  079;1:17:07,639;1:16:57,639;1:17:17,639;;6-Marshall P. ;0;0;1;0
extraction  080;1:17:47,419;1:17:37,419;1:17:57,419;;4-Paappanen E. ;0;1;0;0
extraction  081;1:17:51,139;1:17:41,139;1:18:01,139;;30-Lehtinen Lassi ;1;0;0;0
extraction  082;1:21:19,599;1:21:09,599;1:21:29,599;;8-O. Adawi ;1;0;0;0
extraction  083;1:22:05,669;1:21:55,669;1:22:15,669;;15-laine S. ;0;1;0;0
extraction  084;1:22:57,409;1:22:47,409;1:23:07,409;;10-Talvitie E. ;1;0;0;0
extraction  085;1:23:55,109;1:23:45,109;1:24:05,109;;;1;0;0;0
extraction  086;1:24:20,529;1:24:10,529;1:24:30,529;;6-Marshall P. ;0;0;1;0
extraction  087;1:24:46,169;1:24:36,169;1:24:56,169;;37-Rajamäki N. ;1;0;0;0
extraction  088;1:25:20,849;1:25:10,849;1:25:30,849;;5-Margaritidis Angelos Nikolaos ;0;0;1;0
extraction  089;1:27:40,529;1:27:30,529;1:27:50,529;;30-Lehtinen Lassi ;0;0;1;0
extraction  090;1:28:12,749;1:28:02,749;1:28:22,749;;37-Rajamäki N. ;1;0;0;0
extraction  091;1:28:41,229;1:28:31,229;1:28:51,229;;4-Paappanen E. ;0;1;0;0
extraction  092;1:30:24,369;1:30:14,369;1:30:34,369;;19-Gebala M. ;0;1;0;0
extraction  093;1:30:41,609;1:30:31,609;1:30:51,609;;4-Paappanen E. ;1;0;0;0
extraction  094;1:31:08,669;1:30:58,669;1:31:18,669;;15-laine S. ;0;1;0;0
extraction  095;1:31:17,109;1:31:07,109;1:31:27,109;;15-laine S. ;1;0;0;0
extraction  096;1:31:21,769;1:31:11,769;1:31:31,769;;24-Asikainen E. ;0;1;0;0
extraction  097;1:32:23,229;1:32:13,229;1:32:33,229;;5-Margaritidis Angelos Nikolaos ;0;0;1;0
extraction  098;1:33:59,449;1:33:49,449;1:34:09,449;;19-Gebala M. ;0;1;0;0
extraction  099;1:34:12,509;1:34:02,509;1:34:22,509;;30-Lehtinen Lassi ;0;0;1;0
extraction  100;1:38:05,449;1:37:55,449;1:38:15,449;;19-Gebala M. ;0;0;1;0
extraction  101;1:39:41,409;1:39:31,409;1:39:51,409;;15-laine S. ;1;0;0;0
extraction  102;1:40:29,049;1:40:19,049;1:40:39,049;;37-Rajamäki N. ;1;0;0;0
extraction  103;1:41:47,669;1:41:37,669;1:41:57,669;;15-laine S. ;0;1;0;0
extraction  104;1:43:00,469;1:42:50,469;1:43:10,469;;19-Gebala M. ;0;1;0;0
